약국명,주소,대표전화,행정구,시작(월),마감(월),시작(화),마감(화),시작(수),마감(수),시작(목),마감(목),시작(금),마감(금),시작(토),마감(토),시작(일),마감(일),시작(공휴일),마감(공휴일),일요일운영,공휴일운영,야간운영(월),야간운영(화),야간운영(수),야간운영(목),야간운영(금),야간운영(토),야간운영(일),야간운영(공휴일)
장안중앙약국,서울특별시 동대문구 한천로 62 1층 101호 (장안동 화성빌딩),02-2212-5456,동대문구,900,1800,900,1800,900,1800,900,1800,900,1800,900,1330,900,1700,800,2250,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
SK온누리약국,서울특별시 강북구 솔샘로 184 에스케이북한산시티 112~113호 (미아동),02-983-8895,강북구,830,2100,830,2100,830,2100,830,2100,830,2100,830,1700,1230,2500,1230,2500,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
장안약국,서울특별시 동대문구 답십리로 248 (장안동),02-2242-3129,동대문구,830,1830,830,1830,830,1830,830,1830,830,1830,830,1400,900,1900,900,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
조약국,서울특별시 동대문구 천호대로 133 지하2층 (용두동 홈플러스 동대문점),02-3293-0136,동대문구,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
장약국,서울특별시 구로구 공원로8길 23 (구로동),02-863-8242,구로구,900,2030,900,2030,900,2030,900,2030,900,2030,900,1500,900,1900,900,1900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
정릉아름드리약국,서울특별시 성북구 보국문로 33 1층 106호 (정릉동),02-941-7755,성북구,900,1930,900,1930,900,1930,900,1930,900,1930,900,1600,900,1900,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
좋은약국,서울특별시 양천구 남부순환로59길 2 (신월동),02-2065-2264,양천구,900,2000,900,2000,900,2000,900,2000,900,2000,900,2000,900,2000,1000,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
주공약국,서울특별시 강북구 덕릉로40길 66 107(번동주공아파트5단지상가),02-985-2020,강북구,900,2100,900,2100,900,2100,900,2100,900,2100,900,2000,1000,2200,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
조광약국,서울특별시 관악구 쑥고개로 70 (봉천동),02-878-2291,관악구,900,2100,900,2100,900,2100,900,2100,900,2100,900,1800,900,2130,900,1800,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
즐거운약국,서울특별시 도봉구 노해로63길 79 1층 (창동),02-990-3083,도봉구,900,2030,900,2030,900,2030,900,2030,900,2030,900,1430,900,1300,1000,2100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
SooPharm수약국,서울특별시 강서구 화곡로61길 26 (등촌동),02-2659-0053,강서구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1800,1230,2500,1230,2500,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
천사약국,서울특별시 동대문구 왕산로26길 13 1층 (용두동),02-965-7804,동대문구,830,1900,830,1900,830,1900,830,1900,830,1900,830,1330,900,1300,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
365미소약국,서울특별시 은평구 진관3로 11 1층 (진관동 은평뉴타운 힐데스하임),02-387-1123,은평구,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
즐거운약국,서울특별시 서초구 동광로1길 112,02-536-8609,서초구,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400,900,1300,1000,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
W스토아청와약국,서울특별시 구로구 디지털로 227 (가리봉동),02-855-1482,구로구,830,2300,830,2300,830,2300,830,2300,830,2300,830,2300,830,2300,830,2300,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
청수약국,서울특별시 은평구 진흥로 150 (녹번동),02-355-6366,은평구,1000,1600,1000,1600,1000,1600,1000,1600,1000,1600,900,1800,1000,2200,1000,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
가까운약국,서울특별시 성북구 보문로 44 (보문동7가),02-3291-5354,성북구,900,2030,900,2030,900,2030,900,2030,900,2030,900,2030,830,1330,840,1400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
가든파이브약국,서울특별시 송파구 충민로 66  (문정동),02-2157-0600,송파구,900,2100,900,2100,900,2100,900,2100,900,2200,900,2200,900,2200,1000,1700,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
태릉온누리약국,서울특별시 노원구 동일로 986 상가 101동 지하2층 B209호 (공릉동 노원 프레미어스 엠코),02-971-5452,노원구,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400,900,2000,900,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
태평양약국,서울특별시 도봉구 노해로69길 25,02-999-5006,도봉구,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,830,2000,900,2100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
가디온누리약국,서울특별시 금천구 가산디지털1로 171 가산 에스케이 브이원 센터 1층 117호 (가산동),02-6674-5544,금천구,830,1900,830,1900,830,1900,830,1900,830,1900,900,2200,900,2200,1000,1700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
가락약국,서울특별시 송파구 송파대로 286 신흥빌딩 (가락동),02-449-8421,송파구,900,2100,900,2100,900,2100,900,2100,900,2100,900,1900,900,2200,900,1800,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
탑약국,서울특별시 중랑구 망우로 171 1층 (중화동),02-495-9928,중랑구,900,1830,900,1830,900,1830,1400,1830,900,1700,900,1700,900,1400,1200,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
태린약국,서울특별시 강동구 고덕로 131 513호(암사동롯데캐슬퍼스트상가),02-427-2949,강동구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,1500,1900,1500,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
365밝은약국,서울특별시 중랑구 면목로39길 8 한성빌딩 (면목동),02-435-0365,중랑구,900,2100,900,2100,900,2100,900,2100,900,2100,900,1700,900,2100,900,2100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
하나약국,서울특별시 양천구 월정로 127 (신월동),02-2606-3979,양천구,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400,900,1500,1000,1700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
가까운약국,서울특별시 은평구 통일로 738 1층 3호 (불광동),02-356-9813,은평구,850,2300,850,2200,850,2300,850,2200,850,2300,850,2200,1300,2200,930,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
가락온누리약국,서울특별시 송파구 동남로 207 (가락동),02-400-3332,송파구,900,1800,900,1800,900,1800,900,1800,900,1800,900,1700,900,2200,900,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
한결약국,서울특별시 노원구 노해로 494,02-936-8055,노원구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,1000,2200,1000,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
365약국,서울특별시 성북구 동소문로 321 1층 (길음동),02-985-1365,성북구,900,2030,900,2030,900,2030,900,2030,900,2030,900,2030,900,2030,900,2030,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
가람약국,서울특별시 은평구 통일로 1030 은평헤스티아 12층 101 201호호 (진관동),02-351-3200,은평구,830,1830,830,1830,830,1830,830,1830,830,1830,830,1300,900,2200,900,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
가까운온누리약국,서울특별시 양천구 목동서로 349 센트럴프라자 106호 (신정동),02-2650-8828,양천구,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,1300,2100,1300,2100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
가람약국,서울특별시 양천구 공항대로 564 1층 5호 (목동),02-2658-3518,양천구,800,2100,800,2100,800,2100,800,2100,800,2100,800,2100,1030,2000,900,1800,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
홈케어하나약국,서울특별시 서대문구 통일로39가길 10-2 1층 (홍제동),02-395-3185,서대문구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500,1300,2200,1000,2300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
365열린약국,서울특별시 관악구 남부순환로 1615  (신림동),02-874-2332,관악구,900,2300,900,2300,900,2300,900,2300,900,2300,900,2300,1000,2300,1000,2300,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
365열린약국,서울특별시 구로구 남부순환로97길 3 KS프리미어빌딩 105호 (개봉동),02-3666-0784,구로구,830,2230,830,2230,830,2230,830,2230,830,2230,830,2230,830,2230,830,2230,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
365열린약국,서울특별시 영등포구 영중로 119 리마크빌 영등포 2층 204-2호 (영등포동8가),02-2633-2800,영등포구,900,2300,900,2300,900,2300,900,2300,900,2300,900,2300,900,2300,900,2300,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
365일팜코리아약국,서울특별시 도봉구 도봉로 733 (도봉동),02-955-7017,도봉구,830,2200,830,2200,830,2200,830,2200,830,2200,830,2200,1000,1900,1000,1900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
365정화약국,서울특별시 노원구 상계로 59 동익빌딩 1층 78호 (상계동),02-935-4869,노원구,900,2300,900,2300,900,2300,900,2300,900,2300,900,2300,1300,2300,1300,2300,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
가까운중앙약국,서울특별시 강서구 마곡중앙4로 74 106~107호 (마곡동),02-2662-3675,강서구,830,1830,830,1830,830,1830,830,1830,830,1830,900,1300,1300,2100,1300,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
가람약국,서울특별시 금천구 가산디지털1로 5 대륭테크노타운 20차 107호 (가산동),02-2225-0048,금천구,800,2000,800,2000,800,2000,800,2000,800,2000,800,2100,1030,2000,900,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
가로수길약국,서울특별시 강남구 압구정로 108 (신사동) 1층 7호,02-518-4201,강남구,930,2000,930,2000,930,2000,930,2000,930,2000,930,1800,1030,2000,900,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
홍은약국,서울특별시 서대문구 가좌로 65 1층 102호 (홍은동 서강주상복합아파트),02-309-2817,서대문구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500,900,1300,1200,2300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
가산소중한약국,서울특별시 금천구 디지털로9길 68 대륭포스트타워 5차 1층 106호 (가산동),02-3281-8005,금천구,900,1730,900,1730,900,1730,900,1730,900,1730,900,1300,1030,2000,900,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
가산약국,서울특별시 금천구 가산로 116 (가산동),02-838-1158,금천구,830,2200,830,2200,830,2200,830,2200,830,2200,830,2200,900,1900,900,1900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
가야온누리약국,서울특별시 도봉구 노해로65길 17-9 102103호 (창동삼원프라자),02-997-4540,도봉구,800,1800,800,1800,800,1800,800,1800,800,1800,800,1300,900,1900,900,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
가양누리약국,서울특별시 강서구 허준로 198 가양프라자 1층 104 105호 (가양동),02-3663-8013,강서구,900,1930,900,1930,900,1930,900,2000,900,1930,900,1600,900,1900,900,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
가양메디칼약국,서울특별시 강서구 양천로57길 13,02-3661-3055,강서구,815,1830,815,1830,815,1830,815,1830,815,1830,815,1600,900,1900,900,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
가양종로약국,서울특별시 강서구 양천로 460,02-2659-2356,강서구,900,2030,900,2030,900,2030,900,2030,900,2030,900,1730,900,1900,900,1900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
가양플러스약국,서울특별시 강서구 양천로 431 홈플러스가양점 B2층 X3YF호 (가양동),02-2668-9527,강서구,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,900,1900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
가온약국,서울특별시 강남구 학동로 413 청담빌딩 2층 (청담동),02-545-0546,강남구,830,1830,830,1830,830,1830,830,1830,830,1830,830,1400,1000,2100,900,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
100세약국,서울특별시 영등포구 양평로 24 (당산동6가),02-2678-8217,영등포구,830,2100,830,2100,830,2100,830,2100,830,2100,830,1830,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
가온약국,서울특별시 강서구 마곡중앙8로 85 파인스퀘어Ⅱ 1층 109호 (마곡동),070-4794-9611,강서구,900,2030,900,2030,900,2030,900,2030,900,2030,900,1700,1000,2100,900,1900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
가온약국,서울특별시 서초구 강남대로 465 교보타워 B동 지상1층 (서초동),02-533-1884,서초구,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1800,1000,2100,900,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
가온온누리약국,서울특별시 양천구 목동동로 293 현대41타워 1층 38호 (목동),02-2061-1119,양천구,930,2030,930,2030,930,2030,930,2030,930,2030,930,1830,1000,2100,900,1900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
가은약국,서울특별시 관악구 봉천로 486,02-878-9669,관악구,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,830,2030,900,2100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
가장빠른천사약국,서울특별시 송파구 강동대로 74 1층 103호 (풍납동),02-483-8875,송파구,830,2100,830,2100,830,2100,830,2100,830,2100,830,1900,830,2030,900,2100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
가장친절한정문앞중앙약국,서울특별시 송파구 강동대로 74 상가동 104105106107204호 (풍납동),02-484-2888,송파구,900,1900,900,1900,900,1900,900,1900,900,1900,830,1900,830,2030,900,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
가장큰이대약국,서울특별시 강서구 공항대로 248 111~113 206호 (마곡동),02-2662-8279,강서구,830,2000,830,2000,830,2000,830,2000,830,2000,900,2000,1200,1800,900,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
가장큰태평양약국,서울특별시 용산구 대사관로 52  (한남동),02-790-3376,용산구,900,1830,900,1830,900,1830,900,1830,900,1830,900,1330,1200,1800,900,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
가장큰현대아산약국,서울특별시 송파구 강동대로 67 1층 (풍납동),02-488-4214,송파구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1330,1200,1800,900,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
가장편한대영약국,서울특별시 송파구 강동대로 74 108동 101102지하102호 (풍납동),02-485-5000,송파구,900,1800,900,1800,900,1800,900,1800,900,1800,900,1330,1200,1800,900,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
가정약국,서울특별시 양천구 목동중앙본로 128-2 1층 (목동),02-2648-5110,양천구,900,2100,900,2100,900,2100,900,2100,900,2100,900,1800,900,1300,900,1300,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
가정약국,서울특별시 성북구 오패산로3길 158 1층 (하월곡동),02-6082-3979,성북구,830,2000,830,2000,830,2000,830,2000,830,2000,830,2000,900,1300,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
가정약국,서울특별시 용산구 청파로 333 (청파동1가),02-713-6200,용산구,900,2100,900,2100,900,2100,900,2100,900,2100,900,2000,900,1300,900,1300,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
가족건강약국,서울특별시 동작구 등용로 115 101호 (대방동 엘리시아빌딩),02-822-9095,동작구,800,2000,800,2000,800,2000,800,2000,800,2000,900,2000,900,2000,900,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
가족사랑약국,서울특별시 강북구 오패산로52길 39 (미아동),02-945-3720,강북구,900,1700,900,1700,900,1700,900,1700,900,1700,900,1230,900,2000,900,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
가좌진약국,서울특별시 서대문구 모래내로 137 1층 (남가좌동),02-372-7749,서대문구,900,1930,900,1930,900,1930,900,1930,900,1930,900,1430,900,2000,900,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
가톨릭정문약국,서울특별시 은평구 통일로 1031 1층 102호 (진관동),02-389-9846,은평구,830,1830,830,1830,830,1830,830,1830,830,1830,830,1330,900,2000,900,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
감람약국,서울특별시 송파구 문정로13길 11-10 (가락동),02-443-7173,송파구,1230,1900,1230,1900,1230,1900,1230,1900,1230,1900,1230,1900,900,2000,900,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
감마약국,서울특별시 강남구 압구정로 336  (신사동),02-547-8990,강남구,900,2100,900,2100,900,2100,900,2100,900,2100,900,2000,900,2000,900,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
감초당약국,서울특별시 송파구 백제고분로41길 11  (송파동),02-412-0306,송파구,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1400,2100,900,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
감초당온누리약국,서울특별시 동대문구 한천로 242 1층 (전농동),02-438-1314,동대문구,900,2100,900,2100,900,2100,900,2100,900,2100,900,1600,1400,2100,900,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
후문약국,서울특별시 동대문구 왕산로45길 8 1층 (청량리동),02-968-1011,동대문구,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,800,2030,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
21세기약국,서울특별시 관악구 신림로 370,02-888-2272,관악구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500,1000,1900,900,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13층약국,서울특별시 중구 서소문로 116 유원빌딩 1304호 (서소문동),070-7718-1316,중구,900,1830,900,1830,900,1830,900,1830,900,1830,830,1830,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
153온누리약국,서울특별시 성동구 왕십리로 410 K동 106호 (하왕십리동 센트라스),02-2291-9153,성동구,900,1500,900,1500,900,1500,900,1500,900,1500,830,1830,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1번약국,서울특별시 관악구 남부순환로 1832 1층,02-872-7583,관악구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1700,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1번약국,서울특별시 구로구 구로동로 132 (구로동),02-851-1155,구로구,830,1900,830,1900,830,1900,830,1900,830,1900,900,1700,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1층메디컬약국,서울특별시 금천구 시흥대로 214 비즈메드빌딩 1층 102호 (시흥동),02-891-1112,금천구,900,2000,900,2000,900,2000,900,2030,900,2000,900,1530,1000,1600,900,1330,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1층엔약국,서울특별시 강남구 강남대로 624 ICT TOWER 1층 일부호 (신사동),02-518-1080,강남구,830,2030,830,2030,830,2030,830,2030,830,2030,830,1600,1000,1600,900,1330,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
1층천호약국,서울특별시 강동구 천호대로 1006 브라운스톤천호 105호 (성내동),02-478-1178,강동구,1000,1930,1000,1930,1000,1930,1000,1930,1000,1930,1000,1530,1000,1600,900,1330,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1층호약국,서울특별시 노원구 한글비석로 383 1층 일부호 (중계동 삼창타워프라자),02-933-9487,노원구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1700,1000,1600,900,1330,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21C세계로약국,서울특별시 강서구 화곡로 173  1층,02-2607-0624,강서구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1600,1000,1600,900,1330,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
감초약국,서울특별시 강서구 강서로 38,02-2602-5884,강서구,1000,2100,900,2100,900,2100,900,2100,900,2100,900,2100,1400,2100,900,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
강남구청역약국,서울특별시 강남구 학동로 지하 346 강남구청역 B1층 111호 (삼성동),02-511-6252,강남구,800,2100,800,2100,800,2100,800,2100,800,2100,900,1700,900,1700,900,1700,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
강남굿모닝약국,서울특별시 강남구 남부순환로 2615 (도곡동) 극동스타클래스208호,02-529-4155,강남구,940,2000,940,2000,940,2000,940,2000,940,2000,940,2000,900,1700,900,1700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
강남리더스약국,서울특별시 강남구 헌릉로 569 1층 105호 (세곡동),02-3414-8001,강남구,900,1930,900,2000,900,1930,900,1930,900,2000,900,1600,900,1700,900,1700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
강남메디칼약국,서울특별시 강남구 삼성로 233  (대치동),02-568-6644,강남구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1800,900,1700,900,1700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
강남메디칼약국,서울특별시 서초구 방배로 174 1층 (방배동 태창빌딩),02-594-0801,서초구,830,2000,830,2000,830,2000,830,2000,830,2000,830,1600,900,1700,900,1700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
강남미소약국,서울특별시 강남구 논현로86길 22 1층 (역삼동),02-555-5640,강남구,900,2100,900,2100,900,2100,900,2100,900,2100,900,1400,900,1700,900,1700,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
